Trx Number/ Cross Ref,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Bill-to Customer,__amount_target_col__,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Batch Name,Bill-to Customer Site,Due Date,Primary Salesperson,Po Number,Bill-to Customer Account Number,Document Number
245668,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),469,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-03-26 00:00:00,Dorse House Account,266620,3666,1.510000012e+11
243370,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,13260,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-04 00:00:00,Dorse House Account,1021274-46304,3528,1.510000004e+11
244764,Conversion,Invoice,Invoice,Yes,Complete,PSR MECHANICAL INC,65,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3104,2026-03-18 00:00:00,Dorse House Account,205257,3321,1.510000006e+11
245509,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,2578.98,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-03-20 00:00:00,Dorse House Account,2333-2725,3557,1.510000011e+11
243644-1,Conversion,Invoice,Invoice,Yes,Complete,DAYCO HEATING & AIR,490.71,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3374,2026-03-11 00:00:00,Dorse House Account,106267277,3606,1.510000009e+11
245767,Conversion,Invoice,Invoice,Yes,Complete,STEELHEAD MECHANICAL,32,USD,2026-02-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2180,2026-03-21 00:00:00,Dorse House Account,Post St,3543,1.510000009e+11
240443-1,Conversion,Invoice,Invoice,Yes,Complete,ZIP MECHANICAL,435,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2750,2026-03-18 00:00:00,Dorse House Account,Mary Ruth Manor,3792,1.510000009e+11
244952,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,100,USD,2026-02-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-05 00:00:00,Dorse House Account,PO927091,4269,1.510000002e+11
245456,Conversion,Invoice,Invoice,Yes,Complete,DK SYSTEMS,407,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2999,2026-03-14 00:00:00,Dorse House Account,63948,3243,1.510000016e+11
244813-1,Conversion,Invoice,Invoice,Yes,Complete,BARGREEN ELLINGSON,178.21,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3710,2026-03-13 00:00:00,Dorse House Account,2872458,4301,1.510000009e+11
243240-2,Conversion,Invoice,Invoice,Yes,Complete,NARROWS HEATING & AIR COND,2640,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3607,2026-03-08 00:00:00,Dorse House Account,C25-5629,4126,1.51000001e+11
244357-3,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,200,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-03-14 00:00:00,Dorse House Account,R260057,3576,1.51000001e+11
242156,Conversion,Invoice,Invoice,Yes,Complete,PACIFIC ONE CONSTRUCTION INC,79860,USD,2025-12-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34311,2026-01-26 00:00:00,Dorse House Account,Acer House,4049,1.510000015e+11
244964-1,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,1204.98,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-29 00:00:00,Dorse House Account,54427-9932,4010,1.510000001e+11
244085,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,964.48,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-15 00:00:00,Dorse House Account,686787,3377,1.510000009e+11
245816,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1607.96,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-26 00:00:00,Dorse House Account,694463,3377,1.510000003e+11
244921,Conversion,Invoice,Invoice,Yes,Complete,COOLSYS LIGHT COMMERCIAL SOLUTIONS,460,USD,2026-02-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3736,2026-03-05 00:00:00,Dorse House Account,BA8235528,3742,1.510000014e+11
244212,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),2330,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-03-22 00:00:00,Dorse House Account,254785,3666,1.510000006e+11
245130,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,174.72,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-12 00:00:00,Dorse House Account,25357078,3442,1.510000004e+11
244114,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,206.62,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-02-15 00:00:00,Dorse House Account,sp928714,4103,1.510000013e+11
235905-11,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,1025.02,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-29 00:00:00,Dorse House Account,PO025716-1,4269,1.510000001e+11
245333,Conversion,Invoice,Invoice,Yes,Complete,AMS,113.32,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-18 00:00:00,Dorse House Account,Polaris at Totem Lake,3112,1.510000007e+11
244541,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,2720,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-06 00:00:00,Dorse House Account,JM00592,3887,1.510000006e+11
245642,Conversion,Invoice,Invoice,Yes,Complete,DK SYSTEMS,1538.7,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2999,2026-03-20 00:00:00,Dorse House Account,63980,3243,1.510000016e+11
242546,Conversion,Invoice,Invoice,Yes,Complete,BLUE MOUNTAIN MECHANICAL INC,16235.6,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4407,2026-03-18 00:00:00,Dorse House Account,BM1381,3079,1.510000008e+11
239760,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,60921,USD,2025-12-15 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-01-14 00:00:00,Dorse House Account,C252304,4289,1.510000017e+11
245088,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,714.68,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-07 00:00:00,Dorse House Account,2B4354.000038,3125,1.510000001e+11
243884-1,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,670,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-15 00:00:00,Dorse House Account,PO036948-1,4269,1.510000002e+11
244248,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,5235,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-07 00:00:00,Dorse House Account,26013110,3442,1.510000008e+11
244548-1,Conversion,Invoice,Invoice,Yes,Complete,DB SOLUTIONS,31.15,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2528,2026-02-22 00:00:00,Dorse House Account,2025-27,3602,1.510000013e+11
245495,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,715,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-28 00:00:00,Dorse House Account,23517-216652,4018,1.510000016e+11
244846,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),210,USD,2026-02-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-03-05 00:00:00,Dorse House Account,251402,3666,1.510000006e+11
245671,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1220,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-27 00:00:00,Dorse House Account,693889,3377,1.510000001e+11
245620,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,440,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-27 00:00:00,Dorse House Account,3262,4006,1.51000001e+11
243281,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,93.2,USD,2025-12-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-01-21 00:00:00,Dorse House Account,2245-2720,3557,1.510000013e+11
243389-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,6728,USD,2026-01-21 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-20 00:00:00,Dorse House Account,C250194,4289,1.510000017e+11
244546,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,1379.99,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-07 00:00:00,Dorse House Account,32572,4289,1.510000002e+11
245714,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,23.6,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-27 00:00:00,Dorse House Account,694051,3377,1.510000013e+11
246037,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,90,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-29 00:00:00,Dorse House Account,54426-9908,4010,1.510000015e+11
244146-2,Conversion,Invoice,Invoice,Yes,Complete,STEELHEAD MECHANICAL,1915,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2180,2026-03-06 00:00:00,Dorse House Account,AVBEACON,3543,1.510000012e+11
244453,Conversion,Invoice,Invoice,Yes,Complete,AIR DESIGN,3895,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2425,2026-03-13 00:00:00,Dorse House Account,Kalispell - Fans,3583,1.510000009e+11
246138,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,807,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-29 00:00:00,Dorse House Account,PO039654 15-26-30419,4269,1.510000002e+11
244405,Conversion,Invoice,Invoice,Yes,Complete,MT BAKER MECHANICAL CONTRACTORS,1710,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2703,2026-03-06 00:00:00,Dorse House Account,23148-S291,3476,1.510000004e+11
243525,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,182.89,USD,2026-01-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-04 00:00:00,Dorse House Account,2909,4006,1.510000007e+11
245330-1,Conversion,Invoice,Invoice,Yes,Complete,DIAMOND CONSTRUCTION SERVICES LLC,9.62,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3208,2026-03-14 00:00:00,Dorse House Account,Tukwila 1,3501,1.510000002e+11
230052-3,Conversion,Invoice,Invoice,Yes,Complete,AMS,1800,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-22 00:00:00,Dorse House Account,022-007,3112,1.510000001e+11
245276,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,500,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-22 00:00:00,Dorse House Account,BF928568,4103,1.510000001e+11
242833-3,Conversion,Invoice,Invoice,Yes,Complete,JH KELLY LLC,1220,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3951,2026-02-22 00:00:00,Dorse House Account,25460.0013,3686,1.51e+11
244189,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,510,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-06 00:00:00,Dorse House Account,JM00575,3887,1.510000008e+11
244317,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,724,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-11 00:00:00,Dorse House Account,23478-213451,4018,1.510000006e+11
244991,Conversion,Invoice,Invoice,Yes,Complete,NORSTAR HEATING & COOLING,1234,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34327,2026-03-13 00:00:00,Dorse House Account,98565346,4228,1.510000004e+11
239402,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,12050,USD,2025-12-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-01-07 00:00:00,Dorse House Account,C252858,4289,1.510000004e+11
244862,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,194,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-06 00:00:00,Dorse House Account,1022651-90031,3528,1.510000012e+11
243884,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,425,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-15 00:00:00,Dorse House Account,PO036948-1,4269,1.510000002e+11
243935-1,Conversion,Credit Memo,Credit Memo,No,Incomplete,TOTAL ENERGY MANAGEMENT,-126.19,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,2868,NaT,Dorse House Account,23517-214053,4018,
243710,Conversion,Invoice,Invoice,Yes,Complete,DK SYSTEMS,1385,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2999,2026-03-04 00:00:00,Dorse House Account,63586,3243,1.510000011e+11
244835-2,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,242,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-26 00:00:00,Dorse House Account,25357078,3442,1.510000017e+11
244784,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,360.55,USD,2026-01-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-01 00:00:00,Dorse House Account,1022619-53867,3528,1.510000012e+11
243443,Conversion,Invoice,Invoice,Yes,Complete,CAMPBELL & COMPANY INC,2496,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3800,2026-03-13 00:00:00,Dorse House Account,1245522,4252,1.510000005e+11
242688,Conversion,Invoice,Invoice,Yes,Complete,COWDREY MECHANICAL SYSTEMS LLC,350,USD,2025-12-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4912,2026-01-11 00:00:00,Dorse House Account,LM-TSRedmond124,3309,1.510000005e+11
245119-2,Conversion,Invoice,Invoice,Yes,Complete,AMS,1600,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-29 00:00:00,Dorse House Account,Victory Northgate,3112,1.510000011e+11
242319,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,8600,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-11 00:00:00,Dorse House Account,31446,4289,1.510000004e+11
242317-1,Conversion,Invoice,Invoice,Yes,Complete,SOUND HEATING AND A/C,8492,USD,2025-12-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3405,2026-01-28 00:00:00,Dorse House Account,JBLM Ops,3297,1.510000006e+11
240173-2,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,2825,USD,2025-11-21 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2025-12-21 00:00:00,Dorse House Account,30605,4289,1.510000014e+11
245119,Conversion,Invoice,Invoice,Yes,Complete,AMS,5500,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-15 00:00:00,Dorse House Account,Victory Northgate,3112,1.510000011e+11
244614,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,885,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-11 00:00:00,Dorse House Account,32347,4289,1.510000004e+11
243876,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,3015,USD,2026-02-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-05 00:00:00,Dorse House Account,26008166,3442,1.510000008e+11
243420,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,985,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-12 00:00:00,Dorse House Account,31868,4289,1.510000015e+11
245670,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,12295,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-28 00:00:00,Dorse House Account,32816,4289,1.510000017e+11
244032,Conversion,Invoice,Invoice,Yes,Complete,PSF MECHANICAL,595,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3039,2026-02-15 00:00:00,Dorse House Account,S183419,3322,1.510000007e+11
242458-2,Conversion,Invoice,Invoice,Yes,Complete,ENVIROMECH,7010,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3007,2026-02-22 00:00:00,Dorse House Account,25-484-RM,3868,1.510000007e+11
242493-2,Conversion,Invoice,Invoice,Yes,Complete,COWDREY MECHANICAL SYSTEMS LLC,255.12,USD,2025-12-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4912,2026-01-07 00:00:00,Dorse House Account,LM-CV,3309,1.510000005e+11
242350,Conversion,Invoice,Invoice,Yes,Complete,DELTA TECHNOLOGY CORPORATION,6300,USD,2026-01-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4595,2026-02-11 00:00:00,Dorse House Account,3577-2406-630,3607,1.510000012e+11
244581,Conversion,Invoice,Invoice,Yes,Complete,ENVIROMECH,280,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3007,2026-02-28 00:00:00,Dorse House Account,25-696-RM,3868,1.510000006e+11
244914,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,156.88,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-06 00:00:00,Dorse House Account,690848,3377,1.510000015e+11
243627,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,250,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-08 00:00:00,Dorse House Account,684408,3377,1.510000012e+11
246072,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,7900,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-29 00:00:00,Dorse House Account,25027075,3442,1.51000001e+11
239943,Conversion,Credit Memo,Credit Memo,No,Incomplete,ALEXANDER HEATING,-649,USD,2025-10-01 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,3842,NaT,Dorse House Account,04-13500,3353,
245119-1,Conversion,Invoice,Invoice,Yes,Complete,AMS,1140,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-28 00:00:00,Dorse House Account,Victory Northgate,3112,1.510000011e+11
244160,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,328.3,USD,2026-01-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-18 00:00:00,Dorse House Account,PO037385,4269,1.510000014e+11
244095,Conversion,Invoice,Invoice,Yes,Complete,REFRIGERATION UNLIMITED,485,USD,2026-01-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3337,2026-02-25 00:00:00,Dorse House Account,PO10014668,4217,1.510000006e+11
242378,Conversion,Invoice,Invoice,Yes,Complete,ALPINA MECHANICAL LLC,10440,USD,2025-12-15 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34314,2026-01-14 00:00:00,Dorse House Account,Harrington Unit 9,4333,1.510000012e+11
245667,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,550,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-03-20 00:00:00,Dorse House Account,166366-133703,3336,1.510000004e+11
243795,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,434.28,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-02-08 00:00:00,Dorse House Account,2515-2720,3557,1.510000013e+11
239907,Conversion,Invoice,Invoice,Yes,Complete,HEATTRANSFER CO,1784,USD,2025-10-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2152,2025-11-15 00:00:00,Dorse House Account,C2509195TW,4391,1.510000016e+11
245690,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,663.24,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-26 00:00:00,Dorse House Account,2S4456.000082,3125,1.510000006e+11
242290,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,5500,USD,2026-01-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-02-07 00:00:00,Dorse House Account,23288-214088,4018,1.510000002e+11
243620,Conversion,Invoice,Invoice,Yes,Complete,HOLMBERG COMPANY,42055,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3333,2026-03-15 00:00:00,Dorse House Account,4431-237000-2,3828,1.510000006e+11
244883,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,1925,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-13 00:00:00,Dorse House Account,JM00578,3887,1.510000006e+11
244063-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,231,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-13 00:00:00,Dorse House Account,32113,4289,1.510000017e+11
244579,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1075,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-18 00:00:00,Dorse House Account,687722,3377,1.510000012e+11
244815,Conversion,Invoice,Invoice,Yes,Complete,ANDGAR MECHANICAL LLC,1075,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3844,2026-03-08 00:00:00,Dorse House Account,322070,4264,1.510000007e+11
242334,Conversion,Invoice,Invoice,Yes,Complete,SHANNON INDUSTRIAL CONTRACTORS INC,840,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2780,2026-02-22 00:00:00,Dorse House Account,106-25644,3410,1.510000006e+11
245093,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,3392,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-20 00:00:00,Dorse House Account,691690,3377,1.510000009e+11
244236,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,46,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-02-21 00:00:00,Dorse House Account,2201,3557,1.510000005e+11
243770,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,629.99,USD,2026-01-07 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-06 00:00:00,Dorse House Account,685445,3377,1.510000009e+11
244942,Conversion,Credit Memo,Credit Memo,No,Incomplete,MORGAN MECHANICAL LLC,-84,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,3610,NaT,Dorse House Account,,3183,
244859,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,48.16,USD,2026-01-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-01 00:00:00,Dorse House Account,690606,3377,1.510000007e+11
242952,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,2040,USD,2026-01-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-02-12 00:00:00,Dorse House Account,BF928200,4103,1.510000005e+11
244355,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,56,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-21 00:00:00,Dorse House Account,PO037584 15-25-29853,4269,1.510000014e+11
243647,Conversion,Invoice,Invoice,Yes,Complete,AMS,7800,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-02-08 00:00:00,Dorse House Account,030-005,3112,1.510000009e+11
245732,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,265.15,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-27 00:00:00,Dorse House Account,3275,4006,1.51000001e+11
243235,Conversion,Invoice,Invoice,Yes,Complete,PSF MECHANICAL,300.42,USD,2025-12-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3039,2026-01-21 00:00:00,Dorse House Account,2918-1165-1217,3322,1.510000007e+11
243740,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,97.1,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-08 00:00:00,Dorse House Account,685405,3377,1.510000009e+11
245111,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,557.52,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-12 00:00:00,Dorse House Account,PO038503,4269,1.510000014e+11
244844,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,900,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-22 00:00:00,Dorse House Account,1012957-44132,3528,1.510000004e+11
