PARTY_NAME,PARTY_NUMBER,PARTY_SITE_ID,SITE_USE_ID,SITE_USE_CODE,PARTY_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,CUST_ACCOUNT_ID,ACCOUNT_STATUS,PARTY_SITE_NUMBER,PARTY_SITE_STATUS,START_DATE,END_DATE,PRIMARY_FLAG,BILL_TO_FLAG,SHIP_TO_FLAG,LOCATION,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,CITY,POSTAL_CODE,STATE,COUNTRY,row_number
INTEGRA LIFESCIENCES,15368,100000046345234,100000046355126,BILL_TO,100000046340224,4904,INTEGRA LIFESCIENCES,100000046350531,A,16155,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6813,7740A TRINITY RD,,,,CORDOVA,38018,TN,US,
MOORE'S ELECTRICAL & MECHANICA,15369,100000046345010,100000046354315,BILL_TO,100000046340225,4556,MOORE'S ELECTRICAL & MECHANICA,100000046350183,A,15931,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6002,101 EDGEWOOD AVE,,,,ALTAVISTA,24517,VA,US,
TENERO BUTCHER SHOPPE & CAFE,15370,100000046344496,100000046353553,BILL_TO,100000046340226,3857,TENERO BUTCHER SHOPPE & CAFE,100000046349484,A,15417,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5240,669 S MENDENHALL,,,,MEMPHIS,38117,TN,US,
HOTEL LOUIS LLC,15371,100000046346429,100000046354918,BILL_TO,100000046340227,4558,HOTEL LOUIS LLC,100000046350185,A,17350,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6605,1 PARK ST,,,,WILSON,72395,AR,US,
SM LAWRENCE,15372,100000046344497,100000046353828,BILL_TO,100000046340228,4559,SM LAWRENCE,100000046350186,A,15418,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5515,2613A GETWELL RD,,,,CORINTH,38834,MS,US,
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF JONESBORO,15373,100000046345018,100000046354922,BILL_TO,100000046340229,4910,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF JONESBORO,100000046350537,A,15939,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6609,1201 FLEMING AVE,,,,JONESBORO,72401,AR,US,
OH HENDRICKS,15374,100000046345246,100000046353557,BILL_TO,100000046340230,4562,OH HENDRICKS,100000046350189,A,16167,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5244,1431 HEISTAN PL,,,,MEMPHIS,38104,TN,US,
DYSON CONSTRUCTION,15375,100000046344503,100000046354924,BILL_TO,100000046340231,3359,DYSON CONSTRUCTION,100000046348986,A,15424,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6611,1200 BIG ORANGE RD,,,,CORDOVA,38018,TN,US,
TRI-MEGA MECHANICAL,15376,100000046344506,100000046353800,BILL_TO,100000046340232,3545,TRI-MEGA MECHANICAL,100000046349172,A,15427,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5487,3148 N 34TH DR,,,,PHOENIX,85017,AZ,US,
SAVANNAH ELECTRIC & SUPPLY INC,15377,100000046345024,100000046354102,BILL_TO,100000046340233,4924,SAVANNAH ELECTRIC & SUPPLY INC,100000046350551,A,15945,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5789,670 PICKWICK ST,,,,SAVANNAH,38372,TN,US,
CIS MECHANICAL SOLUTIONS,15378,100000046345578,100000046353836,BILL_TO,100000046340234,5289,CIS MECHANICAL SOLUTIONS,100000046350916,A,16499,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5523,2170 BUSINESS CENTER DR,,,,MEMPHIS,38134,TN,US,
WILLIAM CAREY UNIVERSITY,15379,100000046345579,100000046353838,BILL_TO,100000046340235,4926,WILLIAM CAREY UNIVERSITY,100000046350553,A,16500,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5525,710 WILLIAM CAREY PKWY,,,,HATTIESBURG,39401,MS,US,
LAWRENCE SVC CO,15380,100000046346170,100000046354107,BILL_TO,100000046340236,4609,LAWRENCE SVC CO,100000046350236,A,17091,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5794,245 PRESTON,,,,JACKSON,38301,TN,US,
4 H HOTELS LLC,15381,100000046346171,100000046354341,BILL_TO,100000046340237,4927,4 H HOTELS LLC,100000046350554,A,17092,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6028,PO BOX 1149,,,,DENVER CITY,79323,TX,US,
THE SERVICE COMPANY OF MS,15382,100000046344720,100000046353841,BILL_TO,100000046340238,4574,THE SERVICE COMPANY OF MS,100000046350201,A,15641,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5528,2680 SELLERS DR,,,,MERIDIAN,39301,MS,US,
UNIVERSITY OF TENNESSEE,15383,100000046345265,100000046353574,BILL_TO,100000046340239,4929,UNIVERSITY OF TENNESSEE,100000046350556,A,16186,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5261,105 MOODY AVE,,,,MARTIN,38238,TN,US,
UNIVERSITY OF TENNESSEE,15383,100000046346446,100000046354343,BILL_TO,100000046340239,4929,UNIVERSITY OF TENNESSEE,100000046350556,A,17367,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6030,201 E ST,,,,MEMPHIS,38163,TN,US,
ARKANSAS DEPARTMENT OF HEALTH,15384,100000046344516,100000046354057,BILL_TO,100000046340240,4613,ARKANSAS DEPARTMENT OF HEALTH,100000046350240,A,15437,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5744,4815 W MARKHAM ST,,,,LITTLE ROCK,72205,AR,US,
YOKOHAMA TIRE MFG VIRGINIA,15385,100000046345268,100000046353576,BILL_TO,100000046340241,3370,YOKOHAMA TIRE MFG VIRGINIA,100000046348997,A,16189,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5263,1500 INDIANA ST,,,,SALEM,24153,VA,US,
CAPE SURGERY CENTER LLC,15386,100000046345585,100000046353577,BILL_TO,100000046340242,4114,CAPE SURGERY CENTER LLC,100000046349741,A,16506,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5264,401 E TICKLE ST,,,,DYERSBURG,38024,TN,US,
J M TAYLOR INC,15387,100000046345589,100000046354348,BILL_TO,100000046340243,4932,J M TAYLOR INC,100000046350559,A,16510,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6035,6500 MORAVIA PARK DR,,,,BALTIMORE,21237,MD,US,
HHM,15388,100000046346454,100000046354114,BILL_TO,100000046340244,4618,HHM,100000046350245,A,17375,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5801,1755 KIRBY PKWY,,,,MEMPHIS,38120,TN,US,
REX WHITE PLUMBING,15389,100000046344730,100000046354117,BILL_TO,100000046340245,4387,REX WHITE PLUMBING,100000046350014,A,15651,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5804,89 BAME CIR,,,,BRYANT,72202,AR,US,
MERIDIAN LODGING LLC,15390,100000046345827,100000046353850,BILL_TO,100000046340246,4621,MERIDIAN LODGING LLC,100000046350248,A,16748,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5537,519 AZALEA DR,,,,MERIDIAN,39303,MS,US,
TPAT HOTEL GROUP LLC,15391,100000046345277,100000046354065,BILL_TO,100000046340247,3376,TPAT HOTEL GROUP LLC,100000046349003,A,16198,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5752,2700 PORT PLAZA DR,,,,PORT ARTHUR,77640,TX,US,
CAPITAL CIRCLE HOTEL COMPANY,15392,100000046345829,100000046354118,BILL_TO,100000046340248,4390,CAPITAL CIRCLE HOTEL COMPANY,100000046350017,A,16750,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5805,123 E MARKET ST,,,,SOMERVILLE,38068,TN,US,
CONTINENTAL TIRE,15393,100000046344791,100000046355157,BILL_TO,100000046340249,4938,CONTINENTAL TIRE,100000046350565,A,15712,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6844,PO BOX 3010,,,,FORT MILL,29716,SC,US,
BANCORP SOUTH,15394,100000046345035,100000046354531,BILL_TO,100000046340250,3570,BANCORP SOUTH,100000046349197,A,15956,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6218,2910 W JACKSON ST,,,,TUPELO,38801,MS,US,
BROWN & SON HEAT & AIR LLC,15395,100000046344794,100000046355163,BILL_TO,100000046340251,4394,BROWN & SON HEAT & AIR LLC,100000046350021,A,15715,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6850,1815 DOLLY TUBB RD,,,,AMORY,38821,MS,US,
B & D MECHANICAL,15396,100000046344738,100000046355207,BILL_TO,100000046340252,3587,B & D MECHANICAL,100000046349214,A,15659,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6894,214 HARBOR LN,,,,BRANDON,39047,MS,US,
STONE'S HTG & COOLING,15397,100000046345600,100000046354076,BILL_TO,100000046340253,4400,STONE'S HTG & COOLING,100000046350027,A,16521,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5763,12404 WICKER AVE,,,,CEDAR LAKE,46303,IN,US,
HIGHPOINTE HOTEL CORPORATION,15398,100000046345281,100000046355008,BILL_TO,100000046340254,3576,HIGHPOINTE HOTEL CORPORATION,100000046349203,A,16202,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6695,4646 CONSTITUTION AVE,,,,BATON ROUGE,70808,LA,US,
CANDLEWOOD SUITES VICKSBURG,15399,100000046345283,100000046354537,BILL_TO,100000046340255,4594,CANDLEWOOD SUITES VICKSBURG,100000046350221,A,16204,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6224,1296 S FRONTAGE RD,,,,VICKSBURG,39180,MS,US,
PRINCE HOTELS,15400,100000046344803,100000046355015,BILL_TO,100000046340256,3580,PRINCE HOTELS,100000046349207,A,15724,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6702,2020 BRIGGS RD,,,,MT LAUREL,08054,NJ,US,
MAHALAXMI HOTELS,15401,100000046345604,100000046353856,BILL_TO,100000046340257,5304,MAHALAXMI HOTELS,100000046350931,A,16525,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5543,8628 SEAWALL BLVD,,,,GALVESTON,77554,TX,US,
TEMP-CON,15402,100000046346193,100000046353857,BILL_TO,100000046340258,4402,TEMP-CON,100000046350029,A,17114,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5544,15670 S KELLER,,,,OLATHE,66062,KS,US,
YORK A JOHNSON CONTROLS CO,15403,100000046344742,100000046354403,BILL_TO,100000046340259,4630,YORK A JOHNSON CONTROLS CO,100000046350257,A,15663,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6090,320 PREMIER CT,,,,FRANKLIN,37067,TN,US,
MASTERCRAFT FL,15404,100000046344743,100000046354541,BILL_TO,100000046340260,4136,MASTERCRAFT FL,100000046349763,A,15664,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6228,887 BRENTWOOD DR,,,,DAYTONA BEACH,32117,FL,US,
M&B PIZZAMEN LLC,15405,100000046346479,100000046354406,BILL_TO,100000046340261,5309,M&B PIZZAMEN LLC,100000046350936,A,17400,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6093,PO BOX 491,,,,PETAL,39465,MS,US,
HERBERT SCHOCKE,15406,100000046346200,100000046355216,BILL_TO,100000046340262,4406,HERBERT SCHOCKE,100000046350033,A,17121,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6903,9535 HWY 57,,,,ROSSVILLE,38066,TN,US,
MONROE HEALTH SERVICES,15407,100000046345293,100000046353600,BILL_TO,100000046340263,3599,MONROE HEALTH SERVICES,100000046349226,A,16214,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5287,830 S GLOSTER ST,,,,TUPELO,38801,MS,US,
OUACHITA MINISTRIES INV,15408,100000046344750,100000046354545,BILL_TO,100000046340264,4636,OUACHITA MINISTRIES INV,100000046350263,A,15671,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6232,46 MADISON WAY,,,,AMITY,71921,AR,US,
ACG VENTURES LLC,15409,100000046344753,100000046355024,BILL_TO,100000046340265,3603,ACG VENTURES LLC,100000046349230,A,15674,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6711,10324 OFFSHORE DR,,,,IRVING,75063,TX,US,
UNITED REFRIGERATION,15410,100000046346203,100000046353603,BILL_TO,100000046340266,5314,UNITED REFRIGERATION,100000046350941,A,17124,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5290,11401 ROOSEVELT BLVD,,,,PHILADELPHIA,19154,PA,US,
OPERA MEMPHIS,15411,100000046345614,100000046353873,BILL_TO,100000046340267,4641,OPERA MEMPHIS,100000046350268,A,16535,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5560,6745 WOLF RIVER PKWY,,,,MEMPHIS,38120,TN,US,
APPLIED INDUSTRIAL TECHNOLOGIE,15412,100000046346211,100000046354419,BILL_TO,100000046340268,4603,APPLIED INDUSTRIAL TECHNOLOGIE,100000046350230,A,17132,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6106,PO BOX 93018,,,,CLEVELAND,44101,OH,US,
UPCHURCH PLUMBING,15413,100000046346214,100000046354421,BILL_TO,100000046340269,3606,UPCHURCH PLUMBING,100000046349233,A,17135,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6108,PO BOX 8106,,,,GREENWOOD,38935,MS,US,
CARRIAGE COURT OF MEMPHIS,15414,100000046345621,100000046354093,BILL_TO,100000046340270,3611,CARRIAGE COURT OF MEMPHIS,100000046349238,A,16542,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5780,1645 W MASSEY RD,,,,MEMPHIS,38120,TN,US,
BLUFF CITY SHEET METAL,15415,100000046344766,100000046354428,BILL_TO,100000046340271,4646,BLUFF CITY SHEET METAL,100000046350273,A,15687,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6115,1989 VANDERHORN,,,,MEMPHIS,38134,TN,US,
TRANS AIR SERVICE,15416,100000046345062,100000046354429,BILL_TO,100000046340272,3875,TRANS AIR SERVICE,100000046349502,A,15983,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6116,5859 NEW PEACHTREE RD,,,,ATLANTA,30340,GA,US,
LOGIC MECHANICAL,15417,100000046346226,100000046354096,BILL_TO,100000046340273,3613,LOGIC MECHANICAL,100000046349240,A,17147,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5783,316 AYERS RD,,,,KYLE,78640,TX,US,
WTH NORTH HOSPITAL,15418,100000046344834,100000046353622,BILL_TO,100000046340274,4650,WTH NORTH HOSPITAL,100000046350277,A,15755,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5309,620 SKYLINE DR,,,,JACKSON,38301,TN,US,
VICKSBURG HIGH SCHOOL,15419,100000046345627,100000046353891,BILL_TO,100000046340275,5019,VICKSBURG HIGH SCHOOL,100000046350646,A,16548,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5578,501 E HWY ST,,,,VICKSBURG,49097,MS,US,
ELITAIRE,15420,100000046345322,100000046354580,BILL_TO,100000046340276,5024,ELITAIRE,100000046350651,A,16243,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6267,6155 HUNTLEY RD,,,,COLUMBUS,43229,OH,US,
BART ED'S SUPPLY COMPANY,15421,100000046346240,100000046353625,BILL_TO,100000046340277,4998,BART ED'S SUPPLY COMPANY,100000046350625,A,17161,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5312,6755 BUCKLES COVE,,,,BARTLETT,38133,TN,US,
RIGO AIR CONDITIONING,15422,100000046346501,100000046354487,BILL_TO,100000046340278,5002,RIGO AIR CONDITIONING,100000046350629,A,17422,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6174,7034 ROCKY CREEK,,,,MEMPHIS,38125,TN,US,
WESTLAKE PLUMBING & SUPPLY CO,15423,100000046345870,100000046355244,BILL_TO,100000046340279,5335,WESTLAKE PLUMBING & SUPPLY CO,100000046350962,A,16791,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6931,PO BOX 401,,,,CABOT,72023,AR,US,
ABSOLUTE TEMPERATURE CONTROLS,15424,100000046346251,100000046355294,BILL_TO,100000046340280,4170,ABSOLUTE TEMPERATURE CONTROLS,100000046349797,A,17172,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6981,763 TUSCAN HILLS BLVD,,,,DAVENPORT,33897,FL,US,
GS AUTO - 217 - RD,15425,100000046344780,100000046355096,BILL_TO,100000046340281,5030,GS AUTO - 217 - RD,100000046350657,A,15701,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6783,3095 STONEBROOK CIR,,,,MEMPHIS,38101,TN,US,
DENNIS ELECTRIC,15426,100000046346255,100000046354595,BILL_TO,100000046340282,5031,DENNIS ELECTRIC,100000046350658,A,17176,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6282,7560 BARTLETT CORPORATE DR,,,,BARTLETT,38133,TN,US,
SPRINGDALE WINNELSON #246,15427,100000046345328,100000046354596,BILL_TO,100000046340283,4430,SPRINGDALE WINNELSON #246,100000046350057,A,16249,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6283,PO BOX 6607,,,,SPRINGDALE,72762-4968,AR,US,
SPRINGDALE WINNELSON #246,15427,100000046346256,100000046354491,BILL_TO,100000046340283,4430,SPRINGDALE WINNELSON #246,100000046350057,A,17177,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6178,1002 STERWIN,,,,SPRINGDALE,72762-4968,AR,US,
PICTSWEET COMPANY,15428,100000046345329,100000046355097,BILL_TO,100000046340284,5032,PICTSWEET COMPANY,100000046350659,A,16250,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6784,10 PICTSWEET DR,,,,BELLS,38006,TN,US,
UPCHURCH SERVICES RIDGELAND,15429,100000046346259,100000046354163,BILL_TO,100000046340285,5345,UPCHURCH SERVICES RIDGELAND,100000046350972,A,17180,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5850,741 RIDGEWOOD RD,,,,RIDGELAND,39157,MS,US,
BRY-AIR INC,15430,100000046346260,100000046354495,BILL_TO,100000046340286,5346,BRY-AIR INC,100000046350973,A,17181,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6182,10796 STATE ROUTE 37W,,,,SUNBURY,43074,OH,US,
NASS PAYABLES,15431,100000046346552,100000046355183,BILL_TO,100000046340287,4706,NASS PAYABLES,100000046350333,A,17473,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6870,PO BOX 650586,,,,DALLAS,75265,TX,US,
A PLUS HTG & COOLING,15432,100000046345965,100000046355185,BILL_TO,100000046340288,3382,A PLUS HTG & COOLING,100000046349009,A,16886,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6872,1755 E 10 MILE RD,,,,MADISON HEIGHTS,48071,MI,US,
FAMILY DANZ HTG & COOLING,15433,100000046345879,100000046355101,BILL_TO,100000046340289,5012,FAMILY DANZ HTG & COOLING,100000046350639,A,16800,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6788,404 N PEARL ST,,,,ALBANY,12207,NY,US,
BOURE' RESTAURANT,15434,100000046345640,100000046354599,BILL_TO,100000046340290,4665,BOURE' RESTAURANT,100000046350292,A,16561,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6286,110 CTHOUSE SQUARE,,,,OXFORD,38655,MS,US,
THERMAL ECONOMY INC,15435,100000046345641,100000046354723,BILL_TO,100000046340291,4433,THERMAL ECONOMY INC,100000046350060,A,16562,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6410,PO BOX 1862,,,,OLIVE BRANCH,38654,MS,US,
BOONEVILLE HUMAN DEVEL CENTER,15436,100000046345335,100000046354724,BILL_TO,100000046340292,3895,BOONEVILLE HUMAN DEVEL CENTER,100000046349522,A,16256,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6411,87 REED RD HWY 116 S,,,,BOONEVILLE,72927,AR,US,
TSG CONSTRUCTION CO,15437,100000046344853,100000046355298,BILL_TO,100000046340293,4435,TSG CONSTRUCTION CO,100000046350062,A,15774,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6985,475 E FM 1382 STE 3026,,,,CEDAR HILL,75104,TX,US,
DYERSBURG WINNELSON CO,15438,100000046345096,100000046354601,BILL_TO,100000046340294,4437,DYERSBURG WINNELSON CO,100000046350064,A,16017,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6288,PO BOX 1147,,,,DYERSBURG,38025,TN,US,
METHODIST HEALTHCARE,15439,100000046345336,100000046355299,BILL_TO,100000046340295,3631,METHODIST HEALTHCARE,100000046349258,A,16257,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6986,PO BOX 41058,,,,MEMPHIS,38174,TN,US,
AIR CHARLOTTE E MECHANICAL,15440,100000046345881,100000046353302,BILL_TO,100000046340296,3636,AIR CHARLOTTE E MECHANICAL,100000046349263,A,16802,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4989,540 W 32ND ST,,,,CHARLOTTE,28206,NC,US,
JERRY'S A/C & HEATING,15441,100000046346267,100000046354167,BILL_TO,100000046340297,3640,JERRY'S A/C & HEATING,100000046349267,A,17188,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5854,PO BOX 6925,,,,FLORENCE,29501,SC,US,
JERRY'S A/C & HEATING,15441,100000046346268,100000046354606,BILL_TO,100000046340297,3640,JERRY'S A/C & HEATING,100000046349267,A,17189,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6293,931 S SANTIAGO DR,,,,FLORENCE,29501,SC,US,
CMECH COMMERCIAL,15442,100000046345099,100000046354728,BILL_TO,100000046340298,4180,CMECH COMMERCIAL,100000046349807,A,16020,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6415,151 BUSINESS PARK DR,,,,LEXINGTON,29072,SC,US,
STROBIC AIR TECHNOLOGIES,15443,100000046344857,100000046355305,BILL_TO,100000046340299,3647,STROBIC AIR TECHNOLOGIES,100000046349274,A,15778,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6992,140 W ORVILLA RD,,,,LANSDALE,19446,PA,US,
BARTLETT UNITED METHODIST CHUR,15444,100000046345101,100000046353908,BILL_TO,100000046340300,3903,BARTLETT UNITED METHODIST CHUR,100000046349530,A,16022,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5595,5676 STAGE RD,,,,BARTLETT,38134,TN,US,
SIG COX,15445,100000046345104,100000046355307,BILL_TO,100000046340301,5353,SIG COX,100000046350980,A,16025,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6994,1431 GREENE ST,,,,AUGUSTA,30901,GA,US,
ST FRANCIS OF ASSISI,15446,100000046346276,100000046355309,BILL_TO,100000046340302,5055,ST FRANCIS OF ASSISI,100000046350682,A,17197,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6996,2100 N GERMANTOWN PKWY,,,,CORDOVA,38016,TN,US,
GABRILSON INDOOR CLIMATE,15447,100000046345109,100000046355112,BILL_TO,100000046340303,4678,GABRILSON INDOOR CLIMATE,100000046350305,A,16030,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6799,5442 CAREY AVE,,,,DAVENPORT,52807,IA,US,
CITY OF GERMANTOWN,15448,100000046345895,100000046355114,BILL_TO,100000046340304,3653,CITY OF GERMANTOWN,100000046349280,A,16816,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6801,1930 S GERMANTOWN RD,,,,GERMANTOWN,38138,TN,US,
LAMBERT AIR LLC,15449,100000046345085,100000046353914,BILL_TO,100000046340305,4681,LAMBERT AIR LLC,100000046350308,A,16006,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5601,3553 N BARRON CIR,,,,MESA,85207,AZ,US,
PLYMOUTH COLLINS TN LLC,15450,100000046344865,100000046353321,BILL_TO,100000046340306,3910,PLYMOUTH COLLINS TN LLC,100000046349537,A,15786,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5008,6070 POPLAR AVE STE 710,,,,MEMPHIS,38119,TN,US,
PREMIER MECHANICAL GROUP INC,15451,100000046345112,100000046355118,BILL_TO,100000046340307,4685,PREMIER MECHANICAL GROUP INC,100000046350312,A,16033,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6805,1157 W MISSION AVE,,,,ESCONDIDO,92046,CA,US,
109 GIML LLC,15452,100000046345902,100000046353918,BILL_TO,100000046340308,4749,109 GIML LLC,100000046350376,A,16823,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5605,1020 N GLOSTER ST# 110,,,,TUPELO,38804,MS,US,
